Id,BldgType,LotArea,GrLivArea,YearBuilt,YrSold,SalePrice
732,1Fam,9590,1146,2003,2007,187500
733,1Fam,11404,2031,1998,2008,222500
734,1Fam,10000,1144,1961,2009,131400
735,1Fam,8978,,1968,2007,108000
736,1Fam,10800,1768,1914,2006,163000
737,Duplex,8544,1040,1950,2006,93500
738,1Fam,10463,1801,2005,2006,239900
739,Duplex,10800,1200,1987,2009,179000
740,1Fam,9313,1728,2004,2009,190000
741,1Fam,9600,1432,1910,2007,132000
742,1Fam,6768,,1961,2008,142000
743,1Fam,8450,,2000,2007,179000
744,1Fam,12886,1464,1963,2009,175000
745,TwnhsE,5395,1337,1993,2008,180000
746,1Fam,8963,,1976,2008,299800
747,1Fam,8795,2256,2000,2009,236000
748,1Fam,11700,2640,1880,2009,265979
750,1Fam,8405,1529,1945,2009,98000
752,1Fam,7750,1320,2003,2007,162000
753,1Fam,9236,1494,1997,2006,217000
754,1Fam,10240,2098,2005,2006,275500
755,1Fam,7930,1026,1969,2009,156000
756,TwnhsE,3230,1471,1999,2009,172500
757,1Fam,10769,1768,2007,2009,212000
759,Twnhs,2280,1501,1999,2008,179400
760,1Fam,12257,2531,1995,2007,290000
761,1Fam,9100,,1959,2009,127500
762,1Fam,6911,1301,1924,2009,100000
764,1Fam,9430,2365,1999,2009,337000
765,TwnhsE,9549,1494,1995,2006,270000
766,1Fam,14587,,2008,2008,264132
768,1Fam,12508,1750,1940,2008,160000
769,1Fam,9100,1836,2004,2006,216837
771,1Fam,7252,858,1982,2009,134900
772,1Fam,8877,1220,1951,2006,102000
774,1Fam,10150,912,1958,2007,114500
775,1Fam,14226,1973,2006,2007,395000
776,TwnhsE,4500,1204,1998,2009,162000
777,1Fam,11210,1614,2005,2006,221500
778,1Fam,13350,894,1974,2006,142500
779,Duplex,8400,2020,1977,2007,144000
780,Duplex,10530,1004,1977,2006,135000
781,1Fam,7875,1253,1995,2007,176000
782,1Fam,7153,1603,1992,2006,175900
783,1Fam,16285,1430,2001,2009,187100
784,1Fam,9101,1110,1978,2009,165500
785,1Fam,6300,1484,1914,2008,128000
786,1Fam,9790,,1967,2009,161500
789,1Fam,6000,901,1954,2008,107900
790,1Fam,12205,2087,1966,2007,187500
791,TwnhsE,3182,,2005,2009,160200
792,1Fam,11333,1062,1976,2007,146800
793,1Fam,9920,,1996,2007,269790
794,1Fam,9158,1496,2007,2007,225000
795,1Fam,10832,1895,1994,2008,194500
797,1Fam,8197,1285,1977,2007,143500
798,1Fam,7677,773,1953,2008,110000
799,1Fam,13518,,2008,2009,485000
800,1Fam,7200,,1937,2007,175000
801,1Fam,12798,1688,1997,2008,200000
802,1Fam,4800,1196,1916,2007,109900
803,1Fam,8199,1456,2005,2008,189000
804,1Fam,13891,2822,2008,2009,582933
805,1Fam,9000,1128,1954,2006,118000
806,1Fam,12274,1428,2008,2008,227680
807,1Fam,9750,980,1967,2006,135500
808,1Fam,21384,1576,1923,2009,223500
809,1Fam,13400,,1966,2006,159950
810,1Fam,8100,,1898,2009,106000
811,1Fam,10140,1309,1974,2006,181000
812,TwnhsE,4438,848,2004,2008,144500
814,1Fam,9750,1442,1958,2007,157900
815,1Fam,8248,1250,1918,2006,116000
817,1Fam,11425,1008,1954,2006,137000
818,1Fam,13265,1689,2002,2008,271000
821,1Fam,7226,1640,2003,2008,183000
822,2fmCon,6000,936,1953,2009,93000
823,1Fam,12394,1733,2003,2007,225000
824,1Fam,9900,1489,1940,2009,139500
825,1Fam,11216,1489,2006,2006,232600
826,1Fam,14803,2084,2007,2008,385000
827,1Fam,6130,,1924,2008,109500
828,1Fam,8529,1434,2001,2009,189000
829,1Fam,28698,2126,1967,2009,185000
830,Twnhs,2544,1223,2005,2006,147400
831,1Fam,11900,1392,1957,2008,166000
832,TwnhsE,3180,,2005,2006,151000
834,1Fam,10004,1516,1964,2009,167000
835,1Fam,7875,,1961,2008,139950
837,1Fam,8100,,1948,2007,153500
838,Twnhs,1680,987,1973,2008,100000
839,1Fam,9525,1099,1995,2008,144000
840,1Fam,11767,1200,1946,2008,130500
841,1Fam,12155,1482,1925,2008,140000
842,1Fam,10440,1539,1904,2008,157500
843,1Fam,9020,1165,1966,2008,174900
844,Duplex,8000,,1961,2007,141000
845,1Fam,12665,1416,1915,2008,153900
846,1Fam,16647,1701,1975,2007,171000
847,1Fam,9317,1775,1993,2009,213000
848,1Fam,15523,864,1972,2009,133500
849,1Fam,45600,2358,1908,2008,240000
850,1Fam,9600,1855,1976,2007,187000
851,TwnhsE,4435,848,2003,2007,131500
852,TwnhsE,3196,1456,2003,2006,215000
853,1Fam,7128,1646,1941,2007,164000
854,1Fam,12095,1445,1964,2009,158000
855,1Fam,17920,1779,1955,2006,170000
857,1Fam,10970,1026,1978,2008,147000
858,1Fam,8125,,1994,2009,174000
859,1Fam,10400,1370,1976,2009,152000
860,1Fam,11029,2654,1968,2006,250000
861,1Fam,7642,1426,1918,2007,189950
864,1Fam,7931,1148,1959,2009,132500
865,1Fam,8640,1372,2007,2008,250580
866,1Fam,8750,1002,1970,2009,148500
867,1Fam,10656,1646,2006,2007,248900
868,1Fam,6970,1120,1961,2007,129000
869,1Fam,14762,2320,1948,2006,169000
871,1Fam,6600,894,1962,2009,109500
873,1Fam,8892,910,1953,2008,116000
874,1Fam,12144,1268,1949,2009,133000
875,1Fam,5720,1131,1941,2009,66500
876,1Fam,9000,,2007,2007,303477
877,1Fam,25286,,1963,2007,132250
878,1Fam,8834,2224,2004,2009,350000
880,1Fam,7000,864,1978,2009,136500
881,1Fam,7024,1090,2005,2007,157000
882,1Fam,13758,1717,1990,2007,187500
883,1Fam,9636,,1992,2009,178000
884,1Fam,6204,2230,1912,2006,118500
885,1Fam,7150,892,1967,2009,100000
886,TwnhsE,5119,1709,1999,2008,328900
887,Duplex,8393,1712,1959,2006,145000
888,1Fam,16466,1393,1955,2008,135500
889,1Fam,15865,2217,1970,2007,268000
890,1Fam,12160,1505,1953,2009,149500
891,1Fam,8064,924,1949,2007,122900
892,1Fam,11184,1683,1978,2009,172500
893,1Fam,8414,1068,1963,2006,154500
894,1Fam,13284,1383,1954,2008,165000
895,Duplex,7018,1535,1979,2009,118858
896,1Fam,7056,,1963,2008,140000
897,1Fam,8765,951,1936,2006,106500
898,Duplex,7018,,1979,2009,142953
900,1Fam,6993,,1961,2006,135000
901,1Fam,7340,858,1971,2007,110000
902,1Fam,8712,1306,1957,2009,153000
903,1Fam,7875,,2003,2006,180000
904,1Fam,14859,1670,2006,2006,240000
905,1Fam,6173,902,1967,2007,125500
907,1Fam,13501,1636,2006,2007,255000
908,1Fam,11500,2057,1936,2006,250000
909,1Fam,8885,,1983,2006,131000
910,1Fam,12589,1484,2005,2009,174000
912,1Fam,9286,,1977,2009,143500
913,1Fam,6120,1015,1925,2006,88000
914,Duplex,6270,2002,1949,2007,145000
915,TwnhsE,3000,,2009,2009,173733
916,Twnhs,2001,1092,1970,2007,75000
917,1Fam,9000,,1949,2006,35311
918,1Fam,17140,1229,1956,2009,135000
919,1Fam,13125,2127,1991,2007,238000
920,1Fam,11029,1414,1958,2008,176500
921,1Fam,8462,1721,1994,2007,201000
922,Duplex,8777,2200,1900,2008,145900
923,1Fam,10237,,2005,2006,169990
924,TwnhsE,8012,1617,1993,2008,193000
925,1Fam,10240,1686,1980,2006,207500
926,1Fam,15611,,1977,2008,175000
927,1Fam,11999,2374,2003,2007,285000
928,1Fam,9900,1978,1968,2008,176000
929,1Fam,11838,1788,2001,2009,236500
930,1Fam,13006,2236,1997,2006,222000
931,1Fam,8925,1466,2007,2009,201000
932,1Fam,9100,925,1965,2009,117500
933,1Fam,11670,,2006,2007,320000
934,1Fam,8487,,2004,2009,190000
935,1Fam,27650,2069,1960,2008,242000
936,1Fam,5825,747,1926,2006,79900
937,1Fam,10083,1200,2003,2009,184900
938,1Fam,9675,1971,2005,2009,253000
939,1Fam,8760,1962,2006,2006,239799
941,Duplex,12640,,1976,2006,150900
942,1Fam,8755,2060,1999,2009,214000
943,Duplex,7711,1440,1977,2007,150000
944,Duplex,25000,1632,1967,2007,143000
945,1Fam,14375,1344,1958,2009,137500
946,1Fam,8820,1869,1890,2009,124900
947,1Fam,8163,,1959,2006,143000
948,1Fam,14536,1629,2002,2007,270000
949,1Fam,14006,1776,2002,2006,192500
951,1Fam,7200,864,1950,2007,129000
952,1Fam,7800,,1965,2006,119900
953,1Fam,7200,768,1972,2009,133900
954,1Fam,11075,1968,1969,2008,172000
955,Duplex,9400,980,1975,2006,127500
956,Duplex,7136,1958,1946,2007,145000
957,TwnhsE,1300,,1980,2009,124000
958,1Fam,7420,1057,1962,2007,132000
959,1Fam,8450,1337,2003,2007,185000
962,1Fam,12227,2872,1977,2008,272000
963,TwnhsE,2308,,1976,2007,155000
964,1Fam,11923,1800,2007,2009,239000
966,1Fam,10237,1484,2005,2007,178900
967,1Fam,9600,1308,1940,2009,160000
968,1Fam,7390,1098,1955,2008,135000
969,1Fam,5925,968,1910,2009,37900
970,2fmCon,10382,,1958,2006,140000
971,1Fam,10800,1192,1949,2006,135000
972,Twnhs,2268,1626,2003,2009,173000
974,1Fam,11639,1428,2007,2008,182000
975,1Fam,11414,2019,1910,2009,167500
976,Twnhs,2651,1382,2000,2006,165000
977,1Fam,5900,,1923,2006,85500
978,TwnhsE,4274,,2006,2007,199900
979,1Fam,9450,894,1954,2007,110000
980,1Fam,8816,1121,1963,2009,139000
981,1Fam,12122,999,1961,2008,178400
982,1Fam,12203,,1998,2009,336000
983,1Fam,3182,,2007,2008,159895
984,1Fam,11250,2290,2002,2008,255900
985,Duplex,10125,1734,1977,2009,126000
986,2fmCon,10880,1164,1950,2008,125000
987,1Fam,5310,1635,1910,2006,117000
989,1Fam,12046,,1976,2007,195000
990,1Fam,8125,1576,2006,2006,197000
991,1Fam,9452,2392,1997,2006,348000
992,1Fam,17671,,1882,2009,168000
993,1Fam,9760,1851,1964,2007,187000
994,1Fam,8846,1500,2005,2006,173900
995,1Fam,12456,1718,2006,2009,337500
996,1Fam,4712,1230,1946,2006,121600
997,1Fam,10659,1050,1961,2006,136500
998,1Fam,11717,1442,1970,2009,185000
999,1Fam,9786,1077,1922,2006,91000
1001,1Fam,10206,944,1952,2009,82000
1002,1Fam,5400,691,1920,2007,86000
1003,1Fam,11957,1574,2006,2008,232000
1004,Duplex,11500,1680,1976,2007,136905
1005,TwnhsE,3182,1504,2005,2009,181000
1006,1Fam,8385,985,1977,2008,149900
1007,1Fam,12155,1657,1970,2007,163500
1008,TwnhsE,2217,1092,1970,2009,88000
1009,1Fam,12118,,2004,2009,240000
1010,1Fam,6000,1522,1926,2006,102000
1011,1Fam,21286,1271,1948,2008,135000
1013,1Fam,10592,1502,1923,2007,165000
1014,1Fam,7200,1022,1910,2009,85000
1015,1Fam,11664,1082,1948,2007,119200
1016,1Fam,8400,1665,2001,2009,227000
1017,1Fam,11883,1504,1996,2009,203000
1018,TwnhsE,5814,1360,1984,2009,187500
1019,1Fam,10784,1472,1991,2007,160000
1020,TwnhsE,3013,1506,2005,2006,213490
1021,1Fam,7024,1132,2005,2008,176000
1022,1Fam,7406,1220,2006,2006,194000
1023,1Fam,9439,,1930,2007,87000
1024,TwnhsE,3182,1504,2005,2008,191000
1025,1Fam,15498,2898,1976,2008,287000
1026,1Fam,7700,,1972,2007,112500
1028,1Fam,9520,1646,2007,2008,293077
1029,1Fam,9492,1376,1941,2007,105000
1030,Twnhs,1680,1218,1972,2006,118000
1031,2fmCon,7082,1928,1916,2006,160000
1032,1Fam,15863,3082,1920,2009,197000
1033,1Fam,14541,2520,1993,2006,310000
1034,1Fam,8125,1654,2002,2006,230000
1035,1Fam,6305,954,1938,2007,119750
1036,1Fam,11500,845,1957,2009,84000
1037,1Fam,12898,1620,2007,2009,315500
1038,1Fam,9240,2263,2001,2008,287000
1039,Twnhs,1533,1344,1970,2009,97000
1040,TwnhsE,1477,,1970,2009,80000
1041,1Fam,13125,1803,1957,2006,155000
1042,1Fam,9130,1632,1966,2008,173000
1043,Twnhs,5381,,2005,2009,196000
1044,1Fam,11839,2329,1990,2008,262280
1045,1Fam,9600,2524,1981,2009,278000
1046,1Fam,13680,,1955,2009,139600
1047,1Fam,16056,2868,2005,2006,556581
1048,1Fam,9245,,1994,2008,145000
1049,1Fam,21750,1771,1960,2009,115000
1051,1Fam,8993,1302,2007,2007,176485
1052,1Fam,11175,,2007,2007,200141
1053,1Fam,9500,1977,1964,2007,165000
1055,1Fam,11367,1989,2002,2006,255000
1056,1Fam,11361,1523,1976,2008,180000
1057,TwnhsE,7052,1364,2005,2006,185850
1058,1Fam,29959,1850,1994,2009,248000
1059,1Fam,11308,2184,2008,2009,335000
1060,1Fam,11275,1991,1932,2007,220000
1062,1Fam,18000,894,1935,2008,81000
1063,2fmCon,13600,2337,1900,2007,90000
1064,1Fam,6000,1103,1925,2006,110500
1065,1Fam,11000,1154,1966,2009,154000
1067,1Fam,7837,1571,1993,2009,178000
1068,1Fam,9760,1611,1964,2008,167900
1069,TwnhsE,3964,2521,1973,2006,151400
1070,1Fam,9600,,1949,2007,135000
1071,1Fam,10152,1048,1956,2007,135000
1072,1Fam,11700,1556,1968,2009,154000
1073,1Fam,7585,1456,1948,2006,91500
1074,1Fam,7950,1426,1977,2009,159500
1075,1Fam,8556,1240,2006,2007,194000
1076,1Fam,13125,1740,1940,2007,219500
1077,1Fam,10800,1466,1936,2006,170000
1078,1Fam,15870,1096,1969,2006,138800
1079,TwnhsE,4435,848,2004,2006,155900
1080,1Fam,8775,990,1994,2007,126000
1081,1Fam,11040,1258,1971,2008,145000
1083,1Fam,8749,,2002,2007,192000
1084,1Fam,8800,1251,1964,2006,160000
1085,1Fam,13031,1498,1995,2006,187500
1088,1Fam,10574,,2005,2009,252000
1089,Twnhs,2522,1709,2004,2006,137500
1090,TwnhsE,3316,1247,2005,2006,197000
1091,Duplex,8544,1040,1950,2009,92900
1092,Twnhs,2160,1252,1999,2008,160000
1093,1Fam,8400,1694,1925,2008,136500
1094,1Fam,9230,1200,1965,2006,146000
1096,1Fam,9317,,2006,2007,176432
1097,1Fam,6882,1355,1914,2007,127000
1098,TwnhsE,3696,1088,1986,2007,170000
1099,1Fam,6000,1324,1936,2009,128000
1100,1Fam,11880,1601,1978,2009,157000
1101,1Fam,8400,438,1920,2009,60000
1102,1Fam,9758,950,1971,2007,119500
1103,1Fam,7000,1134,1960,2007,135000
1104,1Fam,8910,1194,1959,2006,159500
1105,TwnhsE,2016,,1970,2007,106000
1107,1Fam,10357,,1990,2007,179900
1108,1Fam,23257,2021,2006,2006,274725
1109,1Fam,8063,1690,2000,2007,181000
1110,1Fam,11362,1836,2004,2009,280000
1111,1Fam,8000,1658,1995,2008,188000
1112,1Fam,10480,1964,1976,2008,205000
1113,1Fam,7100,816,1957,2006,129900
1114,1Fam,8923,1008,1953,2007,134500
1115,1Fam,5400,833,1954,2006,117000
1116,1Fam,12085,1734,2007,2007,318000
1117,1Fam,7750,,2002,2009,184100
1118,1Fam,9764,894,1967,2008,130000
1119,1Fam,13825,,1958,2008,140000
1120,1Fam,7560,1040,1959,2006,133700
1121,1Fam,8263,1012,1920,2007,118400
1122,1Fam,10084,1552,2005,2006,212900
1123,1Fam,8926,960,1956,2009,112000
1124,1Fam,9405,698,1947,2009,118000
1125,1Fam,9125,1482,1992,2007,163900
1126,1Fam,10434,1005,1955,2009,115000
1127,TwnhsE,3684,1555,2007,2009,174000
1128,1Fam,14572,1530,2004,2007,259000
1129,1Fam,11796,1959,2004,2007,215000
1130,Duplex,7200,,1980,2007,140000
1131,1Fam,7804,1981,1928,2009,135000
1132,1Fam,10712,974,1991,2007,93500
1133,1Fam,9900,2210,1880,2007,117500
1134,1Fam,9828,,1995,2009,239500
1135,1Fam,8773,1600,1997,2007,169000
1136,1Fam,6180,986,1926,2007,102000
1137,1Fam,9600,1252,1950,2008,119000
1139,1Fam,9819,1567,1977,2009,196000
1140,1Fam,8731,1167,1920,2007,144000
1141,1Fam,7350,952,1951,2008,139000
1142,1Fam,10304,,1976,2009,197500
1143,1Fam,9965,,2006,2007,424870
1144,1Fam,9000,1006,1959,2008,80000
1146,1Fam,6240,,1928,2006,149000
1147,1Fam,11200,1298,1985,2006,180000
1148,1Fam,12000,1564,1941,2009,174500
1149,1Fam,5700,1111,1926,2008,116900
1150,1Fam,9000,1482,1920,2009,143000
1151,1Fam,8280,932,1950,2007,124000
1152,1Fam,17755,1466,1959,2006,149900
1153,1Fam,14115,,1956,2006,230000
1154,1Fam,5890,816,1930,2008,120500
1155,1Fam,13700,1820,1965,2008,201800
1156,1Fam,10768,1437,1976,2007,218000
1157,1Fam,9350,1265,1965,2008,179900
1158,Twnhs,5001,1314,2007,2009,230000
1159,1Fam,11932,1580,2007,2008,235128
1160,1Fam,9120,1876,1974,2008,185000
1162,1Fam,14778,1640,1954,2008,224000
1163,1Fam,8724,894,1968,2007,129000
1164,Duplex,12900,,1969,2008,108959
1165,1Fam,16157,1432,1978,2007,194000
1166,1Fam,9541,1502,2009,2009,233170
1168,1Fam,10852,1671,2000,2006,173000
1169,1Fam,13728,2108,1935,2008,235000
1170,1Fam,35760,3627,1995,2006,625000
1171,1Fam,9880,1118,1977,2008,171000
1172,1Fam,9120,,1958,2008,163000
1173,TwnhsE,4017,1250,2006,2008,171900
1174,1Fam,18030,3086,1946,2007,200500
1175,1Fam,16560,2345,1932,2006,239000
1176,1Fam,10678,2872,1992,2007,285000
1177,1Fam,6951,923,1984,2008,119500
1178,1Fam,3950,1224,1926,2009,115000
1179,1Fam,7681,1343,1921,2009,154900
1180,1Fam,8335,1124,1954,2006,93000
1181,1Fam,11170,,1990,2006,250000
1182,TwnhsE,5587,1652,2008,2008,392500
1183,1Fam,15623,4476,1996,2007,745000
1184,1Fam,10800,1130,1920,2006,120000
1185,1Fam,35133,1572,1963,2007,186700
1186,1Fam,9738,1221,1924,2006,104900
1187,2fmCon,10615,,1900,2009,95000
1188,1Fam,12461,1624,1994,2006,262000
1189,1Fam,8935,1660,2002,2009,195000
1191,2fmCon,32463,1622,1961,2007,168000
1192,Twnhs,2645,1441,1999,2007,174000
1193,1Fam,9600,1472,1925,2007,125000
1194,TwnhsE,4500,,1999,2009,165000
1196,1Fam,8029,1456,2005,2008,176000
1197,1Fam,14054,1863,2006,2006,219210
1198,1Fam,8850,1690,1916,2006,144000
1199,1Fam,9100,1212,2001,2009,178000
1200,1Fam,11235,1382,1963,2006,148000
1201,1Fam,9353,864,1970,2006,116050
1202,1Fam,10400,1779,1998,2009,197900
1203,1Fam,6000,,1925,2009,117000
1204,1Fam,9750,1630,2000,2009,213000
1205,1Fam,10140,1074,1975,2006,153500
1206,1Fam,14684,2196,1990,2009,271900
1207,1Fam,8900,1056,1966,2006,107000
1208,1Fam,9135,,2003,2006,200000
1209,1Fam,7763,1283,1962,2008,140000
1210,1Fam,10182,1660,2006,2006,290000
1213,1Fam,9340,672,1941,2009,113000
1214,1Fam,10246,,1965,2006,145000
1215,1Fam,10205,,1962,2006,134500
1216,1Fam,7094,894,1966,2007,125000
1218,1Fam,8640,,2009,2009,229456
1219,1Fam,6240,,1947,2006,80500
1220,Twnhs,1680,1218,1971,2006,91500
1221,1Fam,7800,912,1964,2006,115000
1222,1Fam,8250,1211,1968,2008,134000
1223,1Fam,10496,1846,1949,2007,143000
1224,1Fam,10680,2136,1951,2006,137900
1225,1Fam,15384,1490,2004,2008,184000
1226,1Fam,10482,1138,1958,2007,145000
1227,1Fam,14598,1933,2007,2008,214000
1228,1Fam,8872,912,1965,2008,147000
1229,TwnhsE,8769,1702,2008,2008,367294
1230,1Fam,7910,1507,1960,2008,127000
1231,Duplex,18890,2620,1977,2007,190000
1232,Duplex,7728,1190,1962,2006,132500
1233,Duplex,9842,1224,1962,2007,101800
1235,1Fam,8525,1964,1911,2008,130000
1236,1Fam,13132,,1914,2006,138887
1238,1Fam,12393,1948,2004,2006,195000
1239,1Fam,13072,1141,2005,2006,142500
1240,1Fam,9037,,2006,2007,265900
1241,1Fam,8158,1768,2003,2008,224900
1242,1Fam,9849,1689,2007,2007,248328
1244,1Fam,13891,,2006,2006,465000
1245,1Fam,11435,1517,1929,2006,230000
1246,1Fam,12090,1868,1984,2007,178000
1247,1Fam,8125,1553,2005,2006,186500
1249,1Fam,9600,2058,1917,2008,129500
1250,1Fam,7200,988,1950,2007,119000
1252,TwnhsE,3136,,2003,2006,171750
1253,1Fam,9858,874,1968,2009,130000
1254,1Fam,17542,2167,1974,2007,294000
1255,1Fam,6931,,2003,2008,165400
1256,1Fam,6240,1367,1931,2007,127500
1257,1Fam,14303,1987,1994,2008,301500
1258,1Fam,4060,864,1922,2009,99900
1259,1Fam,9587,1166,2005,2008,190000
1260,1Fam,9750,1054,1969,2008,151000
1261,1Fam,24682,1675,1999,2009,181000
1262,1Fam,9600,1050,1956,2009,128900
1263,1Fam,11250,1788,1957,2009,161500
1264,1Fam,13515,,1919,2007,180500
1265,TwnhsE,4060,1337,1998,2008,181000
1266,TwnhsE,3735,1452,1999,2006,183900
1267,2fmCon,10120,,1910,2007,122000
1269,1Fam,14100,3447,1935,2008,381000
1270,1Fam,11344,1524,1958,2007,144000
1272,1Fam,9156,1489,1968,2009,185750
1273,1Fam,13526,935,1965,2006,137000
1274,1Fam,11512,1357,1959,2008,177000
1275,1Fam,5362,1250,1910,2007,139000
1276,Duplex,11345,1920,1948,2007,137000
1277,1Fam,12936,,1972,2009,162000
1278,1Fam,17871,1724,1967,2009,197900
1279,1Fam,9473,2031,2002,2008,237000
1281,1Fam,9808,,2002,2009,227000
1282,1Fam,8049,1339,1990,2006,180000
1283,1Fam,8800,,1977,2009,150500
1286,1Fam,6000,1412,1939,2009,132500
1288,1Fam,36500,,1964,2006,190000
1289,TwnhsE,5664,1659,2000,2009,278000
1290,1Fam,11065,,2006,2006,281000
1292,Twnhs,1680,,1972,2009,119500
1293,1Fam,6600,,1892,2009,107500
1294,1Fam,10140,,1976,2006,162900
1295,1Fam,8172,864,1955,2006,115000
1296,1Fam,8400,1052,1968,2006,138500
1297,1Fam,8700,1128,1963,2008,155000
1298,TwnhsE,3675,1072,2005,2006,140000
1299,1Fam,63887,5642,2008,2008,160000
1301,1Fam,10762,1983,1999,2009,225000
1302,1Fam,7500,1494,1942,2009,177500
1303,1Fam,10120,2526,1994,2006,290000
1304,1Fam,8688,1616,2005,2006,232000
1305,TwnhsE,3363,1708,2004,2006,130000
1306,1Fam,13173,,2006,2009,325000
1307,TwnhsE,6955,1368,2005,2006,202500
1308,1Fam,8072,990,1994,2009,138000
1309,1Fam,12000,1122,1948,2008,147000
1310,1Fam,7153,1294,1991,2008,179200
1312,1Fam,8814,1274,2005,2007,203000
1313,1Fam,9572,2810,1990,2007,302000
1315,1Fam,8190,,1954,2007,119000
1316,1Fam,11075,2112,1969,2008,206900
1317,1Fam,10226,1630,2008,2009,295493
1318,TwnhsE,4230,1352,2006,2007,208900
1319,1Fam,14781,1787,2001,2006,275000
1320,1Fam,10215,948,1954,2007,111000
1321,1Fam,8400,1478,1957,2009,156500
1322,1Fam,6627,,1949,2008,72500
1324,1Fam,5330,708,1940,2009,82500
1325,1Fam,9986,1795,2006,2007,147000
1326,1Fam,3636,796,1922,2008,55000
1327,1Fam,4270,774,1931,2007,79000
1328,1Fam,6600,816,1982,2008,130500
1329,1Fam,10440,2792,1920,2008,256000
1330,1Fam,9084,1632,1998,2006,176500
1331,1Fam,10000,1588,2006,2007,227000
1332,1Fam,10780,,1976,2006,132500
1333,1Fam,8877,816,1938,2009,100000
1334,1Fam,7200,1360,1938,2006,125500
1335,TwnhsE,2368,1365,1970,2009,125000
1336,1Fam,9650,,1977,2009,167900
1337,Duplex,9246,,1973,2008,135000
1338,1Fam,4118,693,1941,2006,52500
1339,1Fam,13450,1861,2002,2006,200000
1340,1Fam,9560,864,1972,2006,128500
1341,1Fam,8294,,1971,2007,123000
1342,1Fam,13695,1114,2003,2008,155000
1343,1Fam,9375,,2002,2007,228500
1344,1Fam,7558,1913,1928,2009,177000
1345,1Fam,11103,1456,2006,2007,155835
1346,1Fam,6000,960,1920,2007,108500
1347,1Fam,20781,2156,1968,2006,262500
1348,1Fam,15306,1776,2006,2007,283463
1349,1Fam,16196,1494,1998,2007,215000
1350,1Fam,5250,,1872,2008,122000
1351,Duplex,11643,,1969,2009,200000
1352,1Fam,9247,1716,1962,2008,171000
1353,1Fam,6000,1176,1937,2009,134900
1355,1Fam,10316,1865,2000,2008,235000
1356,1Fam,10192,1920,1968,2006,170000
1357,1Fam,9477,892,1966,2008,110000
1360,1Fam,16737,,2004,2006,315000
1361,1Fam,9842,,1921,2008,189000
1362,1Fam,16158,1530,2005,2009,260000
1363,1Fam,12513,1738,1920,2009,104900
1364,1Fam,8499,,2006,2007,156932
1365,TwnhsE,3180,1200,2005,2006,144152
1367,1Fam,9179,1790,1999,2008,193000
1368,TwnhsE,2665,1475,1977,2006,127000
1369,TwnhsE,4435,848,2003,2009,144000
1371,1Fam,5400,,1920,2009,105000
1372,1Fam,9600,,1955,2008,165500
1373,1Fam,9750,2097,1998,2006,274300
1374,1Fam,11400,,2001,2007,466500
1375,1Fam,10625,,2005,2008,250000
1376,1Fam,10991,1571,2007,2007,239000
1377,1Fam,6292,790,1930,2008,91000
1378,1Fam,10998,1604,1941,2009,117000
1379,Twnhs,1953,987,1973,2006,83000
1380,1Fam,9735,1394,2006,2008,167500
1382,1Fam,12925,2117,1970,2008,237500
1383,1Fam,7200,1762,1920,2006,157000
1384,1Fam,25339,1416,1918,2007,112000
1385,1Fam,9060,1258,1939,2009,105000
1387,1Fam,16692,,1978,2006,250000
1388,1Fam,8520,2526,1916,2007,136000
1389,1Fam,14892,1746,2006,2009,377500
1390,1Fam,6000,1218,1941,2007,131000
1391,1Fam,9100,1525,2000,2006,235000
1392,Duplex,8944,1584,1967,2009,124000
1393,1Fam,7838,900,1967,2006,123000
1394,2fmCon,10800,1912,1905,2008,163000
1395,TwnhsE,4045,,2006,2006,246578
1396,1Fam,12665,2482,2005,2007,281213
1398,1Fam,6120,1513,1920,2007,137500
1399,1Fam,7200,1904,1950,2009,138000
1400,1Fam,6171,1608,1925,2009,137450
1401,1Fam,6000,1158,1929,2008,120000
1402,1Fam,7415,1593,2004,2008,193000
1403,1Fam,6762,1294,2006,2006,193879
1404,1Fam,15256,1464,2007,2007,282922
1405,1Fam,10410,1214,1915,2006,105000
1406,TwnhsE,3842,1646,2004,2008,275000
1407,1Fam,8445,768,1972,2009,133000
1408,1Fam,8780,833,1985,2009,112000
1410,1Fam,20544,2093,1986,2008,215000
1411,1Fam,12420,,2001,2009,230000
1412,1Fam,9600,1668,1950,2009,140000
1413,Duplex,7200,1040,1949,2009,90000
1414,1Fam,10994,1844,2005,2009,257000
1415,1Fam,13053,1848,1923,2008,207000
1416,TwnhsE,3635,,2007,2009,175900
1418,1Fam,16545,2450,1998,2009,340000
1419,1Fam,9204,1144,1963,2008,124000
1420,1Fam,16381,,1969,2006,223000
1421,1Fam,11700,1416,1968,2006,179900
1423,TwnhsE,4435,848,2003,2008,136500
1424,1Fam,19690,,1966,2006,274970
1425,1Fam,9503,1344,1958,2007,144000
1426,1Fam,10721,1252,1959,2008,142000
1427,1Fam,10944,,1994,2008,271000
1428,1Fam,10930,1558,1945,2008,140000
1430,1Fam,12546,1440,1981,2007,182900
1431,1Fam,21930,,2005,2006,192140
1432,TwnhsE,4928,958,1976,2009,143750
1433,1Fam,10800,968,1927,2007,64500
1434,1Fam,10261,,2000,2008,186500
1435,1Fam,17400,,1977,2006,160000
1436,1Fam,8400,,1962,2008,174000
1437,1Fam,9000,864,1971,2007,120500
1438,1Fam,12444,1932,2008,2008,394617
